text,location,interest
"1. The Education Ministry will set up schools that cater to children from the poorest communities by next year, to ensure they enjoy a higher standard of education. ""We will provide updates as we want to ensure these schools are ready to operate,"" said minister Fadhlina Sidek.",,Education
"investments in 🇲🇾particularly with growth opportunities arising from the EU Global Gateway strategy. This strategy looks to boost smart, clean and secure links in digital, energy & transport sectors & to strengthen health, education & research systems across the 🌏including 🇲🇾.",,Education
There is an unprecedented gap in education between children in Malaysia following the pandemic. What can you do to help make sure no child gets left behind?,,Education
"living expenses, travel costs, health insurance, and accommodation. Available Programs: Arts Agriculture, Forestry Fisheries and Veterinary Business Administration and Law Education Engineering, manufacturing and construction Humanities Health and Welfare",,Education
"The Sarawak Education, Innovation and Talent Development Deputy Minister said the field, which saw its soft opening recently, still lacked a dressing room and toilet facilities.",Sarawak,Education
"So, the main question should be “what is the government of Sabah, Sarawak and other rural areas are taking to ensure that the education system is better in order to achieve literacy amongst students from developed states?” Which again comes down to the current state of governance",Sabah,Education
Well he is not wrong. A 1 A student in interior of sarawak can’t never compete with an 8 A student in jalan cochrane. One needs to climb tree for internet while the other one just need to crossroad to dine in aircond mall.,Sarawak,Education
"for someone of your calibre and good education, this is spectacularly embarassing @_abelim . Am getting second-hand embarassment right now. Please save all of us. Find a better, dignified and worthy narrative. Just please.",,Education
"Ethical considerations are crucial in AI implementation in education, especially as much research is still required on the impact of AI on learning and human lives” shares Dr. Faryal Khan, Prog Specialist for Education @UNESCO in a captivaying talk at MNCU Network Dialogue 2023",,Education
Our School's Outreach Program in Action! 📚🌍This time we're at the famous Tunku Kursiah College (TKC)!,,Education
"There's nothing wrong with more women choosing education/career la Sadho. The point is when there's less men pursuing higher education now. It's true. Men by nature are the providers. It's gonna cause problems in marriages. I'm not saying all women, but some lose respect to -cont",,Education
"RM1,500 for Selangor students registering at higher education institutions including teaching colleges. RM500 for matriculation and Form 6 students. PH is also offering aid to higher education students, but no mention of amount.",Selangor,Education
"I’m against quota system too. I believe everyone should have equal shots at higher education. But I live in reality, and the reality is, it’s impractical to change things too fast. Technically, you can. Then, you’ll lose power. The next guy who comes, overturns it. Back & forth.",,Education
1. Dont capitalise on this issue when your party itself does not have a firm stance/education policy. 2. Watch the full video. Its irresponsible to drum up outrage without proper context.,,Education
Having a university education is 0 guarantee that a candidate can serve the rakyat. Getting caught faking your certification on the other hand is a sure fire sign that you lack the morals to hold public office.,,Education
"2. Anwar said the quota system is a sensitive and complicated matter. He also noted that all cases raised to the Education Ministry on this matter should be heard. ""Kalau betul dia anak yang paling cemerlang, kita kena jaga dan pertahankan. Ini kerana disebut meritocracy.""",,Education
"1. Anwar Ibrahim has dismissed ""bullying"" claims against a student who asked the PM about the higher education system quota during an event in Penang. ""Tanggungjawab saya sebagai bapa mesti terang kepada dia. Dia hadapi masalah, dia minta penyelesaian,"" he said.",,Education
History of The Day  #aseanisfounded #asean #associationofsoutheastasiannationa #economic #political #indonesia #malaysia #philippines #singapore #thailand #bangkok #economicdevelopment #upsc #cse #ips #ias #worldhistory #todayhistory https://t.co/F9A1kL2OnX,,Education
@DoriaAbdullah Yay thanks for hosting Doria!,,Education
"Upcoming discussion on 30 Aug 2023 hosted by @DoriaAbdullah with @NDTiong_Edu &amp  Qaleeda Talib as panelists.   In preparation, read their book forum contributions on From Decolonization to Ethno-Nationalism"" by Santhiram R. Raman @GerakBudaya  https://t.co/dCXRS0Bsf8 https://t.co/DsHw0ZHwl6""",,Education
Adi ni consider as extreme value kalau in math. Doesnt fit into standard category. That is why standard school syllabus tak terpakai utk Adi. I have seen many people kecam dia sebab tak follow standard education level in Malaysia. Yet he is in his own standard.,,Education
Study at a top-ranked university in Malaysia.   #fes #fes2023 #fesconsultants #StudyinMalaysia,,Education
Clouded Leopards  #cloudedleopards #wildlifeinstituteofindia #manasnationalpark #canopyforests #himalayas #southeastasia #southchina #nepal #malaysia #sunda #borneo #sumatra #iucn #catspecies #climbtrees #tropicalforests #grassland #india #sikkim #westbengal #meghalaya #tripura… https://t.co/yRdmFsSpw4,,Education
"Students' socio-economic background affects their daily lives and their opportunities to receive a quality education, putting them at a disadvantage compared to other peers. Learning becomes a challenge when some need to work to support their families. https://t.co/HJZAbcEGPF",,Education
"@_AmranFans Hak2 istimewa org Melayu perlu ditekankan sejak sekolah rendah lagi. Dengan harapan sesiapa yg bertanya, tanya pd diri sendiri dulu, soalan ini ada kaitan dengan Artikel 153 Perlembagaan Malaysia tak? Further, need to improve on the education system too.",,Education
🌟 Are you ready for an exciting discussion? Join Thomas Clausen and Alena Trauschel as they dive into the fascinating world of digitization in education! 📚🔍💻 Get ready to reshape education for the future with #ReshapeEurope! 🎧✨ Listen now: https://t.co/P2TgbXJc8P https://t.co/sSfECIm9vL,,Education
We are building ever stronger links between ASEAN and the UK on the issues that matter to all of us - from climate and education to maritime and health.  Together we can build a brighter future for all our peoples. Happy #ASEANDay! https://t.co/XgTHAvN8KM,,Education
"LIVE: opening ceremony of MNCU Network Dialogue 2023. After a Silat performance and the intervention of Ms. Maki Katsuno-Hayashikawa @UNESCO Regional Office, Dato’ Indera Nik Nasarudin Mohd Zawawi, SG @KemPendidikan recalls the relevance of education as a means to attain SDGs. https://t.co/SLSTeHvGBR",,Education
"Heba Saadieh, born to Palestinian parents, grew up in Syria where she studied sports education in University. When the war broke out, she was forced to flee to Malaysia. There she joined a referees' training program. Eventually, her family resettled in Sweden, where she attained…",,Education
"I vote for those who nurtures the young generation.  I vote for equal education access for Malaysians of all walks of life.  I vote for a Malaysia that my children will be proud of one day.  Not a divided, and racist Malaysia.",,Education
Borrowers say the education loan repayment incentives in Budget 2023 have helped reduce their financial stress and manage loan delinquencies.  #MalaysiaNow #MNow #MNowNews #malaysia #PTPTN #budget2023   https://t.co/7jw1H3PCUx,,Education
"Study at Asia Pacific University of Technology &amp  Innovation (APU), Malaysia!  Call/#WhatsApp: 0345 8454768  #fes #fes2023 #fesconsultants #studyabroad #malaysia #studyinmalaysia #APU #AsiaPacificUniversity #education #highereducation #foreigneducation #NoIELTS #DualDegree https://t.co/rxTKM06tAG",,Education
"Dah lah ada sekolah jenis kebangsaaan, sekolah agama, sekolah private untuk orang kaya, nak buat lagi sekolah untuk orang miskin. Tambah segregated lah anak-anak Malaysia in the future. Tak boleh ke improves the existing education systems to be more inclusive and fit for everyone",,Education
"I have successfully conducted a training session on teaching and learning approaches in Malaysia's higher education context. 6 delegates  from Harbin Institute of Information Technology, China.  They are dean, director, vice-dean and vice-director. https://t.co/hdZuJHR57M",,Education
"Ailsa believes that there is huge potential for us to work more closely together to boost our trade, education, defence and tech relationship, tackle the climate emergency and uphold the international rules-based system. 🇬🇧🇲🇾",,Education
@NibrasAdambawa We could have been the regional education hub. Thanks to අන්තරේ Malaysia became the one. There are still people who thinks ත්‍රීමා විතාරණ is a hero and saved the free education.🤦‍♂️,,Education
"25 July 2023 - Mr Masahiro Okuno-Fujiwara, President of the Foundation for the Welfare &amp  Education of the Asian People (FWEAP) called on Mr Anwar Udzir, Deputy Chief of Mission (DCM) of the Embassy of Malaysia in Tokyo. (1/4) https://t.co/YHWbD23fxv",,Education
"Universitas Putra Malaysia @unputramalaysia visited the Southeast Asian Ministers of Education Organization Regional Centre for Early Childhood Care and Education and Parenting (SEAMEO CECCEP) on July 28, 2023.  Read more at https://t.co/RjoGHMvFTc #SEAMEOCECCEP  #earlychildhood https://t.co/Turot43z5d",,Education
"THE ANAMBRA STATE TEAM NIGERIA IN KUALA LUMPUR READY FOR MALAYSIA DEBATE  The team Nigeria represented by Anambra State Debate Team is currently undergoing further training at the Apex Towers, Kuala Lumpur Malaysia, in preparation for the Malaysia International Debate on Tuesday. https://t.co/OLT0mY1oKk",Kuala Lumpur,Education
"Until we have same level of quality of education provided across all schools throughout Malaysia including in midddle of nowhere in Sarawak, we are still far away from achieving the meritocracy. (1/2)",Sarawak,Education
"🏅#WHU’s 10 international students from Malaysia, Pakistan and five other countries participated in the Global Higher Education Students’ Sports Culture Tour in Chengdu, a special event during the Chengdu FISU World University Games. #WHUers #WHUSports https://t.co/pVcIUxUt9W",,Education
"@NibrasAdambawa Did my undergrad and masters in Malaysia. Can absolutely recommend it to anybody. Affordable, quality education, lovely people, and amazing food.",,Education
"Education inequity is a multi-faceted issue. A child's background impacts his or her learning experience.  Syaza Nurazharuddin, our 2022 Fellow, shared the challenges faced by some of her students. https://t.co/AsA5XvrbqF",,Education
Parent Action Group for Education also now defends Anwar Ibrahim's stand to reject meritocracy despite the group's past stand.  #MalaysiaNow #MNow #MNowNews #malaysia #AnwarIbrahim  https://t.co/U12RyX3v7k,,Education
Let us all be passionate on reforms such as   1)No to petrol and diesel subsidies 2)No to off-budget project funding without Parliamentry Bajet Approval 3)No to non-economic mega projects 4)No to stadium demolition without full inquiry &amp  report   Monies saved can fund education,,Education
"1. Hospital Sultanah Bahiyah in Kedah is the latest hospital in Malaysia to provide education to students warded in hospitals under the School in Hospital"" (SIH) programme.  ""This is the 16th programme since SIH started in 2011,"" said Minister Fadhlina Sidek. https://t.co/wYbI1efwyJ""",Kedah,Education
"There are many reforms needed. But the most important one is withdrawing fuel subsidies and imposing a fuel tax.  The savings and additional income of RM50b, can be used more purposefully ie on healthcare, education and social safety nets.  Do you support this?",,Education
@NewsBFM Question is what is the real actual cause the poor did not get the education that they entitled to. Is it the quality of Malaysia education system?,,Education
"🚀 Tech Education for All"" campaign!   Join #FREE virtual training, learn from Microsoft, AWS &amp  more, and bridge the digital divide. Open to all in Malaysia.  Don't miss out: https://t.co/vzFh6aGJfr  #TechEducationForAll #IT #free https://t.co/4j55LlQtFN""",,Education
"I’ve spoken and do my research in uni about how Indian communities are left out in the education system. This barbaric affirmative action will cost Malaysia huge racial problem one day. Old fossil in Parliament won’t see this in future, but we will.",,Education
the next steps oughtu be upgrading the quality of local unis to international levels  and why not? our lecturers can be as good and better than nearby education destinations such as malaysia and lanka  we too can entice students from middle east and saarc to study at maldives ✨,,Education
"'Bumi privileges' but East Malaysians mostly only learn about Peninsular Malaysia in schools, can hardly learn our Orang Asal languages.  Education and racial quotas aren't about elevating bumis, it's about Malay privilege. Take our OA names outta your mouths.",,Education
"@anwaribrahim YAB, you are playing three roles - Minister of Finance, Minister of Foreign Affairs, and Minister of Education. You only have 24 hours a day.   Malaysia needs a full-time Minister of Finance.",,Education
KOTA KINABALU: SMK Kolombong and SK Kolombong emerged champions in the Kota Kinabalu District  School Sports Council (MSSD) Special Education Athletics Championship concluded at the Likas Stadium on Saturday. https://t.co/OOWLmnwcPH,,Education
"Special school for poor student? Berapa banyak jenis sekolah mau ada kat Malaysia ini? Byk:Sek. Kebangsaan, sek. Vernakular, sek. Ugama, sek. Antarabangsa.   Education Ministry to ensure special school for poor students operational next year, says minister https://t.co/WQHgLEEmHu",,Education
"A few months ago, this same government claimed that Malaysia has no money to improve its education budget.  This is definitely a push for a US-style charter school system in Malaysia. Shame on MOE for this.",,Education
"Shall we focus on more important issues such as low labour share of national income, high corporate profits, wasteful mega projects,directnego contract awards...?  Things that can really make a huge difference   If gov have more money, they can expand and improve education 4 all",,Education
"@Nazim7878's running mate @AhmedAdeelN, brings a wealth of experience over 25 yrs in education with a Masters in School Management from the University of Malaysia &amp  a background in philosophy.   Welcome to @MNP_Secretariat.  Your expertise will be invaluable.   #NazimAdheel2023✅ https://t.co/M9FjQVlIxT",,Education
1.6 million graduates are working jobs that does not require tertiary education.  That is a huge waste of human resources and investment in education.  Shall we focus on this rather than the Anwar Q&amp A session.  And no assumptions such as mismatch &amp  quality if graduates pls,,Education
“Sila berebut kemasukan 20 IPTA di seluruh Malaysia” girl imagine being deprived of your education choices bcs of an expired social contract like the people who made it are all dead like LET’S MOVE ON and do better,,Education
Prime Minister (PM) Datuk Seri Anwar Ibrahim is facing criticism from netizens for his replies to a student who asked him why the authorities are not ending the public higher education institutions (IPTA) quota in Malaysia.  https://t.co/8ATHpWYlIU,,Education
When I tweet on the wasted funds of MegaProjects not many interested.The wasted funds could have expanded education capacity &amp  quality.  But NO...lets focus on the less important stuff.  This Anwar and the gal story attracts more responses.  Malaysia socmedia in a nutshell,,Education
A thread 🧵bcs I did a qual study with 4 focus group discussions with this sample to study how racial preferential policies and prejudice within the education (+employment but that’s for a different day) sector in Malaysia affect Bumis and Non-Bumis. 1/ https://t.co/tN4rlx13cT,,Education
80% of public tertiary education slots should prioritise low and middle income families BUT must meet minimum standards ya.  Regardless of race,,Education
"@SimpletonED Not just education, anything that interconnect in between in terms of race should NEVER be politicize.  But of course, our political parties in Malaysia are yet to be mature enough not to galvanize this issue for their own gain.  Sentiment = Gold.",,Education
"I want something like this for our education system in Malaysia.  We won't have to shop for schools because the best school is your neighborhood public school, and all the schools are equal.  Rich kids and poor kids go to the same schools too.   https://t.co/sCdfe6srtK",,Education
@anwaribrahim Tak guna sekiranya economy negara Masih goyang Political party Masih mundur Education semakin broke System perlu ubah mentelity rakyat Malaysia Dan government hanya foku's bumiputra. U need to foku's overall of people's in your country break up with all this to move better malaya,,Education
Ada data on quota for tertiary education placement? Terrible if Malays with 1 or 2As are getting placements. Don't we have any clever Bumi?,,Education
"Heba Saadieh's journey embodies the quintessential Palestinian refugee tale, marked by her origins in Palestine, education in Syria, and subsequent displacement to Malaysia before finding a new home in Sweden. https://t.co/lI0JMYGAK5",,Education
"If you change the system you will lose all the votes""  That is the most honest and frank answer any politician has ever given in Malaysia.   And that's the reality of life here- it will never be a system of meritocracy when it comes to education or public service jobs.""",,Education
Highlighting a genuine concern for students who are being deprived of accessibility to affordable education or scholarships. The audacity to respond in a pretentious/condescending way infront of her peers is so unprofessional. You could of just elaborated on how Malaysia,,Education
"@aurizons @fatboycanrun While we’re at it, abolish vernacular schools, strengthen Bahasa Melayu and focus on empowering a single stream education syllabus in Malaysia.",,Education
@NewsBFM It could also be attributed to men realizing that higher education in Malaysia holds less significance in terms of generating substantial income.,,Education
"I don’t agree with this Sir,could have choose better word for the children, how to tell they have no opportunity in their own country because the race issue  The reason i gave up on Malaysia,could have better opportunity studying in Germany with free education even as foreigner",,Education
we literally have the infrastructure in place already…but ya’ll decided to make it race based that’s all   I really dk why Malaysia is so redundant in education,,Education
"The perpaduan"" in question: *stare at bangnon's newest talk on how he answered an indian kid asking about education in Malaysia*""",,Education
"@FirdausAzil @anwaribrahim in case you haven't noticed, our education is already fragmented enough with sbp/mrsm/sjk/cluster/pondok/private cacamarba, stop making the system more complex and more complicated. go back to square one, what is Malaysia's public education philosophy?",,Education
"Take a leaf from Fahmi Reza on political education, Fadhlina told #FMTNews #FMTEng https://t.co/OZOwOlM4ch",,Education
@NewsBFM Cause what's the point of higher education when most companies in Malaysia still paying basic wages for Diploma and Degree holder?,,Education
"https://t.co/ZbGLc1FD6m  What is sectoral minimum wages? For Malaysia, I propose something simpler ie by skills level ~ low, medium and high.  By definition : Low is no formal education, medium is SPM and high is tertiary grads.",,Education
"@FreeMsian Not sure if under-funding is the main issue. Comparison: Malaysia budget 2023, a whopping RM70.5bil 1. Education RM55.2bil 2. Higher Education RM15.3bil Singapore Education budget 2023 only S$10.89bil",,Education
Malaysia education system is under-funded and quality of teaching much poorer compared to Singapore (probably due to under-funding). They tend to waste too much time on non-important stuff and educational institutions' infrastructure in a broken state (also due to under-funding).,,Education
"Moulding starts in the bud. Education navigates beyond four walls, an educator, tens and hundreds of students, textbooks, and grades. Read more: https://t.co/cXU9zKla76  #MSUmalaysia https://t.co/uEF3SIccol",,Education
"Outline gaji minima utk graduates, yg ada sijil kemahiran etc. Bagi company2 malaysia ni terciduk. Dahlah education is expensive. Benda mcm ni effect motivation youth utk smbg study.  The first step is admitting problems. Second step is finding solution.  @rafiziramli",,Education
"@NabilaBasuki_ Yup better salary. Especially in engineering &amp  IT field.  The cost of living is reasonable, lebih kurang macam Malaysia (Dubai lagi expensive)…. except for the children's schooling. Education is quite expensive here, so selalunya company will include school education allowance…",,Education
"X paham la parti2 politik dkt malaysia ni bila ada pru/prn suka janjikan benda2 yg jangka pendek, singkat, one off instead of jangka panjang yg beri faedah utk next generation, tawar la mcm reduce education fee ka, bantuan biasiswa pendidikan ka or yg memberi manfaat jangka pnjg",,Education
"Thank you for reply @sandythapar sir.   Yes, see some countries how they build their nation. Like South Africa, Japan, New Zealand, Malaysia - tourism. education etc.  Our voters get woo by nonsense tropics. Corruptions &amp  communal i think one major issues in India.",,Education
"It's the first day of #MSUeducarnival23 ! Don't miss out on this opportunity to advance your education with amazing deals and scholarships worth up to RM20,000. Click the link for more info: https://t.co/Omobd8hqra   #MSUmalaysia #beMSUrian https://t.co/RctHqho37a",,Education
Malaysia is set to be a semicom giant by 2025-26. Guess the education system is doing something right 🙃,,Education
"The 2-year Fellowship is a unique opportunity to tackle education inequities first-hand. You will build deep connections with the community you work with, while identify challenges and opportunities within the education system.",,Education
"@RusEmbJakarta @strategi_id @mfa_russia @Kemlu_RI @MID_Kaliningrad @PMSimferopol @RusEmb_Malaysia @RusEmbSG @RusEmbassyMinsk @rusembassynl True. Every country feels the need to be seen and self-worthiness while it may not have enough reasons for that. Russia, for example, supports African nations with education, among other things, to help them build better life https://t.co/PYm6d0fSPj",,Education
Pakistan Team lost the match against Malaysia   And Farid Khan trolled the team India in a cricket match   That's why education is the key  #WIvIND #Hockey https://t.co/OWNkrvvZR3,,Education
"If you’re looking for a chance to pursue higher education, have you ever wondered what it would be like to do it online? And if you’re working, can you study part-time while fulfilling your career dreams? https://t.co/FdKGMLjR6x",,Education
@jameschin110 I am probably imagining but dont they all look like Malaysia incorporated employees.  Education bearing fruits implemented when Anwar was the education minister.,,Education
"Online booking names  : Jennifer Yvonne Lee (Malaysia/Thailand)  Ceciliapeng5 (Taiwan)  Height : 5'5  Weight : 118 lbs Measurements : 36""-27""-36"" D Cup Cock : 2"", castrated Education : College degree with Sissification Training diploma  Fluent in English, Chinese and Spanish https://t.co/syopgPYNPF""",,Education
"Team Anambra"" depart  🇳🇬 to Malaysia for International Debate Championship. The contigent include among others the Anambra State Debate Coaches, the State Commissioner 4 Ed. and the PPSSC Chairman. You get this when you prioritise education. @AishaYesufu @chude @firstladyship https://t.co/mwhsNmjGWU""",,Education
"Mini Love!🫰🏻❤️ With our Deputy Minister of Domestic Trade and Costs of Living @KPDN_HQ   Of today’s event, MoU agreement between Ministry of Higher Education @MOHEOfficial and Suruhanjaya Syarikat Malaysia @ssmofficialpage https://t.co/7chCMErBha",,Education
"July 27 - 29, 2023, Associate Professor Usanarat Anurathapan, M.D., Assistant Dean for Undergraduate Education of Ramathibodi Hospital, Mahidol University, Thailand, attended the 12th ASEAN Medical Deans' Summit hosted by U of Malaya in Malaysia. https://t.co/EFYaoYUwPY",,Education
"@eKharus @esshimself Cash is King, even when it comes to education in Malaysia.",,Education
Apply TODAY and join our movement of leaders to tackle education inequity.  Deadline: 16 August 2023  Learn more at: https://t.co/LYpjb5fEIU,,Education
The 2-year Fellowship is an opportunity to be the change you want to see. You will work closely with experienced teachers and the community as a Teaching Partner in high-need schools while developing your leadership and building a network towards long-term impact in education.,,Education
There is an unprecedented gap in education between children in Malaysia following the pandemic. What can you do to help make sure no child gets left behind? https://t.co/ZqOLeX1JFB,,Education
"@TokPerak8 It is rare to hear about Singaporean Malays emigrating in large numbers to Malaysia. They have nice ,clean and comfortable HDB flats Yes the water is clean, the education system is good, good university,great job opportunities,",Perak,Education
"Belanjawan 2023 aims to create a more prosperous, harmonious and inclusive Malaysia through education. https://t.co/XDwRQ3QIXO",,Education
"Evidence obtained. Graduated 2022 from BAC under the UK Transfer Law program. Education credential verified.   However, not a practicing lawyer.  debatable if doing it in Malaysia can be claimed as UK Trained""""",,Education
"Universiti Teknologi PETRONAS (UTP) and @POLYCCOfficial join hands to revolutionize engineering education and research in Malaysia, solidifying their partnership with a Certificate of Collaboration (CoC) exchange ceremony.  https://t.co/nz0k1mpNHt  #UTPinMe https://t.co/KKt1HNZz0b",,Education
"Follow your passion, and we'll lead the way. Come and join us at #MSUeducarnival23, happening from August 4 to 30, for a chance to level up your education. Plus, exclusive deals and celebrity appearances await  it is an event too good not to be missed.  #go2msu #MSUmalaysia https://t.co/TUkeX1mXEm",,Education
@CryptoSasha007 I knew a Malaysia boy aged 29year old. Owns a 100k biz revenue monthly. Came into Singapore at age of 19.   Now he buys 5km of land. No education,,Education
"From an interactive open textbook, to supporting the UN #SDGs and OER recommendation, to offline and STEAM #OER, read about five CC Open Education Platform projects, spanning Argentina, Brazil, Chile, Ghana, Italy, Malaysia, Ukraine, South Africa, and USA: https://t.co/uslDapldrN",,Education
"Exciting moments at YES! Rock The School Mega Kedah 2023! 🔥 Our distinguished guests, Minister of Human Resources, YB Tuan V. Sivakumar, and Minister of Education, YB Fadhlina Sidek, engaged in a fireside chat hosted by #TeamTalentCorp. 💬💼 They delved into the gig economy,… https://t.co/sqwe6AgiHs",Kedah,Education
"@SimpletonED @tristupe @_abelim Education gives you knowledge, not wisdom. Appalling behavior but not unexpected. There are good folks in MUDA but the majority are entitled brats.",,Education
"Very first PD education center under NGO initiative in Malaysia. Hopefully it can increase the PD uptake subsequently.  Malaysia has ~ 50,000 patients on dialysis and only 10% of them are on PD.",,Education
The mixed KK Team 1 emerged State champion in the recently concluded Sabah Debate Language Competition involving 28 teams from across the State in the event hosted by the Penampang Education Department. https://t.co/FSjGjfkKHA,Sabah,Education
"Fly high, dream big and welcome to a future where the sky is the limit! Only in University College of Aviation Malaysia ✈️ Join us in this September intake!  💻 https://t.co/PPl3sUX93X #UniCAM #education #university #college https://t.co/d5pfUA78oY",,Education
Congratulations to @TaylorsCollege and the South Australian Certificate of Education (SACE) on 40 years of partnership in Malaysia!   The #SACE qualification is a highly sought-after pathway to university in Australia and some of the world's most prestigious institutions 🇲🇾🎓🇦🇺 https://t.co/K0JzmmNhkJ,,Education
One of the best places to get a quality education!   #fes #fes2023 #fesconsultants #Malaysia,,Education
"Sabah will get education, health autonomy under unity govt, says CM  #FMTNews #FMTEng https://t.co/Fw958FYi1T",Sabah,Education
