text,location,interest
"Among others, Malaysia in sports this year: 🏑Won Men's Indoor Asia Cup  🏸Won Badminton Asia Team Championships ⚽Qualified for 2023 AFC Asian Cup 🏑Qualified for 2023 Men's FIH Hockey World Cup  It's the Year of the Malayan Tiger. https://t.co/OI4WjvGCbN",,Sports
"Bonnie Bunyau Gustin delivered Malaysia's fourth #B2022 gold medal, smashing the Games record THREE CONSECUTIVE TIMES.   He also became the first non-Nigerian to win a para powerlifting gold medal at the Commonwealth Games since the sport was included in 2002. https://t.co/glCoMcJ4r0",,Sports
"Sports is undoubtedly best enjoyed with a pinch of camaraderie, in the presence of radiant sunshine.   But there is also romance in soaking it all up in solitude, on your couch, in the wee hours of the morning. Emotions cloaked in morning dew.   Congrats @BA_Malaysia! 🥇",,Sports
"Respect should start small. In every comment, in every word, whether on the sidelines or online. We always give our best despite the limitations competing under a small contingent, battling with the powerhouses in sport for Malaysia.🇲🇾 #DemiMalaysia Kalau bukan kita siapa lagi?🙏🏽 https://t.co/x6aujwhbRK",,Sports
"Uganda. Malaysia. Türkiye. Colombia.   Together with @Refugees, this is where we will be working to support refugee children though Sports for Development 💙   #S4D @FundacioFCB #WithRefugees @eacnur https://t.co/r3wF00CUNx",,Sports
"I just spoke to the Sport Minister and Malaysia Swimming, and they were aware of the lack of state participation in this coming Sukma since months ago, so they are already looking for a better solution. Let's work and support each other for the future of Malaysia diving.",,Sports
"#BonOdori - The 46th Annual Bon Odori Celebrations.   A colourful celebration of Japanese culture in Malaysia.  Thousands descended to the Shah Alam Sports Complex for this year’s Bon Odori Festival.   After a 2 year hiatus due to COVID19, the festival returned in full glory. https://t.co/tOW1LuBBYK",,Sports
He was a pizza delivery rider when he was a student.  He sold sports equipment to his friends &amp  lecturers to pay his university fees.  Today he owns Malaysia's No. 1 homegrown sports store.  Tn Haji Ali Hassan Mohd Hassan is the founder of Al-Ikhsan Sports.  This is his story.👇 https://t.co/YQAtX528je,,Sports
Utk BL Malaysia… you should be proud that Malaysia has improved a lot of sport presentation … kudis to you and congrats oN your New Super 1000… I am as a council…. 👏👏to you and @BA_Malaysia,,Sports
"Together with🤝UNHCR (@Refugees), we are going to support displacement projects in 📍Uganda, Malaysia, Turkey and Colombia through Sports for Development.🇺🇬🇲🇾 🇨🇴 🇹🇷   More info🔗https://t.co/zRODwCtVFb  #WithRefugees  #S4D @FCBarcelona https://t.co/syq0IQfpoz",,Sports
"Although this is a niche sport, Soh is still doing his best to compete &amp  to win for Malaysia.  He also founded the Malaysia TowerRunning Association.  Soh is a great example of a Malaysian citizen who loves his country.  If you wish to sponsor him, please DM @MasTowerRunner. https://t.co/e0sQZ0wJow",,Sports
"Worst Sports Minister of Malaysia, ever. No achievement, no quality, no shame.",,Sports
"The Thomas Cup quarter-final win over Malaysia to make it to the medal stages is a huge thing for Indian sport. Not because an Indian will get a medal, but that Indian badminton had enough depth and players to win in a team event. We have always had great outlier players... https://t.co/nqmLTsksso",,Sports
"⚛ #SEAGames2021 |  🏐 Women's Volleyball  ◾ Philippines 🇵🇭 defeats Malaysia 🇲🇾 in 3 straight sets, 25-14, 25-20, 25-15. https://t.co/JjmPYWEtHw",,Sports
"The time has come. The show is on.  Philippines 🇵🇭 vs Malaysia 🇲🇾 | 12:00 | #SEAGames31  Catch it on Cignal, One Sports, One Sports+, Cignal Play and Smart GigaPlay. https://t.co/S4xJxkAGMr",,Sports
"Back in Kuala Lumpur, home sweet home after 6 days in Vietnam. Hanoi was great to the Malaysia diving team. It's time to wish other sports team a big good luck🙏🏽 #SEAGames2022 #DemiMalaysia",Kuala Lumpur,Sports
6️⃣ wickets in 6️⃣ balls - have you ever seen it before?! 🤯  Five wickets for Malaysia XI's Virandeep Singh plus a run-out in the final over against Push Sports Delhi in the Nepal Pro Club Championship 🔥 https://t.co/eBTrlNwLuY,,Sports
#AllEngland2022 Order of Play  QF  ⏰ 6.00pm (MYT)  📺 Astro Supersport 4 | Astro Arena | RTM Sports | TV Okey | Myfreeview   #DemiMalaysia #BadmintonMalaysia https://t.co/JVvjf3hjmv,,Sports
#AllEngland2022 Order of Play  Day 2️⃣  ⏰ 7.00pm (MYT)  📺 Astro Supersport 4 | Astro Arena | RTM Sports | TV Okey | Myfreeview   #DemiMalaysia #BadmintonMalaysia https://t.co/f9Tul3CEWW,,Sports
#AllEngland2022 Order of Play  Day 1️⃣  ⏰ 5.00pm (MYT)  📺 Astro Supersport 4 | Astro Arena | RTM Sports | TV Okey | Myfreeview  #DemiMalaysia #BadmintonMalaysia https://t.co/1xu4GkeoGy,,Sports
"🇮🇩🇲🇾 we are love, because we all love the same sport 🏸 #badminton #BATC2022 #Indonesia #Malaysia https://t.co/PoQ76AQiZD",,Sports
"Malaysia can stop funding football, just fund the rest of the sports that’s world class. https://t.co/3uVzGlFVvW",,Sports
Fox Sports will telecast international home series of Pakistan and PSL in Australia till April 2023. #HBLPSL7 will be livestreamed on ICC TV and Tapmad applications in 97 countries including China Sweden Norway Malaysia Turkey Japan Uruguay Denmark Antarctica France Germany etc.,,Sports
"@BA_Malaysia If you’re truly protecting the sport &amp  players, you won’t be banning LZJ &amp  Jin Wei in the 1st place. You banned them for 2 years, causing mental distress not only to them but to everyone who unconditionally love the sport &amp  you say you’re protecting the sport? Make it make sense",,Sports
"@briantanweemin all singapore can do is just import malaysian talent bcs malaysia do not appreciate our talent in no matter what sector either bussiness, sports, agagaga",,Sports
"@ViktorAxelsen For real, Axelsen. I agree with you &amp  Lee Zii Jia. For the sake of this sport &amp  the future of Malaysia Badminton, I hope they will not ban him.",,Sports
"No but really, we have peribahasa making fun of non-football players, we make movies celebrating the time our football team ENTERED (not even WIN!) the Olympics.  Why is Malaysia so obsessed over a sport we’re terrible at?",,Sports
The only reason Milo is a sports drink in Malaysia is because Nestle said so.,,Sports
"1. PM Ismail Sabri is expected to reshuffle the Cabinet and appoint a deputy PM by next week.  Sources told Utusan Malaysia, the nominees for DPM are Home Minister Hamzah Zainudin, Youth and Sports Minister Faizal Azumu and International Trade and Industry Minister Azmin Ali. https://t.co/yDGfwKsRda",,Sports
"Syed Saddiq is the former Minister of Youths &amp  Sports in Malaysia. He is currently a member of the Malaysian parliament and the leader of MUDA, a political party he founded. In this 90 sec video, he shared what he has accomplised for his constituents in 2021.   Well done Saddiq!",,Sports
"The final sending off for an incredible leader, player, legend and icon. One of the best players to ever grace the sport in Malaysia. https://t.co/fOVJOapYVp",,Sports
Malaysia refuses visas for the Israeli team for Men’s World Team Squash Championship.   Malaysia is refusing to sportswash Israeli apartheid oppressing millions of Palestinians. We urge int'l sports bodies and hosts of int'l sporting events to follow suit. https://t.co/tJDJ2G1Xtg https://t.co/bP2KE4JTjo,,Sports
"Badminton is the most popular Sport in Malaysia right now""  -Lee Zii Jia""",,Sports
"After a long wait, Malaysia Rugby today has launched its latest rugby jersey in collaboration with Al-Ikhsan Sports Sdn. Bhd.  May the new Malaysia rugby jersey spark unity and forge a greater bond among us. Go get it immediately at all Al-Ikhsan outlets near you. 🌺🇲🇾🔥 https://t.co/1VBB2EJ6JD",,Sports
"@Zhengguan Must be new fans of the sport.  kesian @BA_Malaysia je, always gets blamed for everything 😂",,Sports
"Known for its strict drug laws, Malaysia forms parliamentary caucus to look into the use of medical marijuana and ketum (an indigenous plant with opioid properties). Led by 28-year-old former Youth and Sport Minister. Never thought I’d see the day. https://t.co/TevkQxW2OB",,Sports
“It’s difficult to see how the UK government – which as the chair of COP is speaking for the world at the moment – can call on governments such as Indonesia and Malaysia to stop burning its peatlands when the hills in the UK are aflame simply in the name of sport.”,,Sports
"BAM CONDEMNS RACISM IN SPORT   BAM is utterly appalled by the racist remarks made towards our national women’s singles player, S Kisona. https://t.co/jWJ8BLCCLg",,Sports
"History created. Malaysia's Cheah Liek Hou has become the first ever badminton gold medalist at the Paralympics, after beating Indonesia's Dheva Anrimusthi 21-17 21-15 in Tokyo.  Badminton became an official Paralympic Games sport for the first time this year. https://t.co/dzssoG3kMT",,Sports
"Hey Max fans, idk if you know this… but, “Max would be ahead now if only —” means nothing. Hill would have been a 2x champ if Michael didn’t take him out. Lewis would be a 10x champ if it wasn’t for China, reliability &amp  Malaysia. We don’t live on “ifs” and “buts” in this sport.",,Sports
"Malaysia should follow others by having former athletes to head the sports councils, committees or bodies or sit as board members.  Not politicians nor members of the royal house.",,Sports
"The Tokyo Olympics has come to a close, with USA finishing top of the medal table, winning 113 medals in 28 different sports.  The games, which had been delayed a year, saw Malaysia winning two medals in the men's cycling keirin, and the badminton men’s doubles. https://t.co/3mro6Y6C5t",,Sports
"@thecathooman I'm glad Azizulhasni still represents Malaysia despite him being based in Australia, he is very hopeful for the future of competitive sport here",,Sports
@iamjoelee Sad story of Malaysia's ice skating champion Sree Abiraame B. Chendren. Wonder what’s ministry of sports doing for her. https://t.co/YIgOO5bnT3,,Sports
Malaysia has always had a rich pool of talent. Be it arts/sports/science etc. Problem is that our country does not have the ecosystem necessary to develop talents. Some will slip through the cracks &amp  do well. But just imagine the many talents lost due to no opportunities.,,Sports
"Not many people know this but Azizulhasni Awang, Olympian silver medalist for the 2020 Games, is actually living in Melbourne since 2007.  His own wife is also Malaysian and a graduate of Deakin University. Both have spoken out about how underfunded Malaysia's sports scene is.",,Sports
"Right after @AzizulAWANG received his #Silver medal (men's keirin), mom said: Malaysia has plenty of talents. If only more attention was paid to sports.""  Couldn't agree more.  Enjoy the moment, Azizul https://t.co/9jQWARsUGJ""",,Sports
Reminder to fellow Malaysians - do not forget to support our Malaysian Paralympic Athletes!  @Paralympics will start on August 25 - September 9!   19 Malaysians in 8 Sports! Ayuh Malaysia!   #DemiMalaysia  #SokongMalaysia  #Tokyo2020 #Paralympics https://t.co/R1ScH6c7XK,,Sports
"If Tai Chi was an Olympic sport, Malaysia would have won our first gold medal if we sent Mahiaddin",,Sports
"Diving made it to Finals. Badminton made it to 🥉  Alhamdulillah.  Please Malaysia, more budget towards sport that really matters like badminton, gymnastics, hoki &amp  diving.   At least they have a chance at to make Malaysia won its first gold medal.",,Sports
🗼 #Tokyo2020 | #TeamMalaysia 🇲🇾 | Badminton Malaysia gets its first medal in men's doubles event courtesy of Aaron Chia &amp  Wooi Yik Soh. Congratulations! https://t.co/PyB6NhMHgb,,Sports
"minat kpop dilabel  taksub "" minat sport dilabel "" taksub "" welcome to malaysia when you start liking something people will say that you're "" taksub """"",,Sports
"1 of the biggest problems in Malaysia is the refusal to invest in the young - be it in education or sports . 80% of M'sian school principals are aged 50+. It takes an avg of 23 years to be appointed as principal. To get the Olympics gold, we should open more doors for the young.",,Sports
"A Filipina soldier and Olympian from Zamboanga, who trained in Malaysia with a Chinese coach. One can see it as sports transcending borders but it can also be a reflection of the state of  Philippine sports. https://t.co/Z9NGXgvjgB",,Sports
Watching Malaysia's Parliament updates feels like another Olympic sport really,,Sports
"Malaysia’s former youth &amp  sports minister charged with two counts of CBT for misappropriating party funds. If convicted, he can be jailed up to 10 years, face possible caning and a fine.   Here’s 28 year old Syed Saddiq at KL court complex pledging to fight on as his mom watches. https://t.co/5trStm6kuy",,Sports
"#IU chosen as the global ambassador for sports brand, New Balance.  The campaign with IU will be release to 10 countries in Asia (China, Hong Kong, Singapore, Korea, Thailand, Philippines, Vietnam, Taiwan, Malaysia, Indonesia) https://t.co/jvriUdIkxf #KoreanUpdates VF https://t.co/vNC6Y2SFv0",,Sports
Safe to say sports industry Malaysia dah lingkup.,,Sports
"Many complain that football is a sport that gets most funding. That’s true. But when you spend on a coach that gets you this output, its not a waste of money  Football development is a marathon, not a sprint. But in Malaysia, the politics of ending a mans legacy is more important",,Sports
"I complain about the banning of alcohol sales in Malaysia and, as predicted, in the responses:  ala, minum air je la"" ""nak sangat pandu mabuk bunuh orang?"" ""sehari tak minum arak mati ke?""  If missing the point was an olympic sport y'all would have made Malaysia proud.""",,Sports
"Heidi Klum in Malaysia for Sports Illustrated, 2000. Understood and delivered. https://t.co/6fmPoROYjp",,Sports
"@RadziJidin @reezal_merican dear ministers what is the need for a specific race student only can enter such sports ? Isn’t this Malaysia , a multiracial country ? @KemPendidikan please take a proper action . Give priority to the talents not race . #malaysian https://t.co/7vfZvp7rYV",,Sports
"@theonlyizzah Because Mustangs are cheap entry level sports cars in the US and malaysians baru nak discover sebab banyak company kereta recon bawak to malaysia. In america, bukan gah sangat pun kereta tu. Harga mustang  GT brand new in US is abt the same price as a full spec Camry.",,Sports
"Liga Malaysia Launch vs Thai League Launch.   The only country on earth where the focus of the sport is on the men in ties, not the men who go out to battle on the pitch. https://t.co/DlsQOk4mHk",,Sports
"Close contact sports is allowed again in Malaysia! To celebrate the occasion, I decided to train in my custom made #masseffect N7 gi.   And yes I’m a renegade for life. https://t.co/iWqtgeOnYh",,Sports
Sports is safe to play even in countries that are affected by covid-19 worse than Malaysia. But government says no. They have no proof it’s not safe. There are many examples we can follow to make it safe. Banning it is just an easy way out &amp  unfair.,,Sports
"Dear Premier League fans in the UK, for the price of RM18k, you can fly to Malaysia, rent a studio apartment in Kuala Lumpur for a year, watch every EPL game (as well as other football leagues and other sports) on @stadiumastro, and eat a KFC Dinner Plate once every three days. https://t.co/LJdxJNQ4Jz",Kuala Lumpur,Sports
"Please la. All of us went to malls for months, kenduri kahwin has been going on for so many weekends, played sport almost everyday, eat out for every meal- yet cases fell to 1 digit. Kau buat PRN altho knowing whats going in sabah  habis satu malaysia suffer.",Sabah,Sports
"It’s hard being a woman in Malaysia. We can’t even eat first, jogging with a sport attire and complaint because this world is made for male.",,Sports
Former Youth and Sports Minister @SyedSaddiq is driving a youth movement to disrupt and challenge the traditional political power structure in Malaysia. Will this spark a larger movement or will it be extinguished by the status quo? Tune in to #TheBreakfastGrille to find out. https://t.co/wZebx3Fgrk,,Sports
Stray Kids discussing about the type of games they played during sports day in school but nobody understood a certain game Jisung was describing because it was a game he played in Malaysia 😭😭😭 https://t.co/Q9GtPeebI9,,Sports
"Drag transcends more than female illusion, its an art form, not a weird sport.  I’m a Drag Queen from Malaysia. People like us exist, queer people exist. You will not bully us into silence nor will you intimidate us.  Your belief is your belief, our existence is our reality 🇲🇾🏳️‍🌈 https://t.co/xAkrWGyrj3",,Sports
"🚨 | Former Minister of Youths and Sports of Malaysia, Syed Saddiq has tested positive for COCKBIG-19, according to BBC. https://t.co/xmbTAVBmRY",,Sports
"I need everyone to understand that the dude who tried to ban Grand Theft Auto V in Malaysia because anti-Islam"" is our Minister of Youth and Sports.  If reputations are built and destroyed by soundbites, remember this one.  https://t.co/86dYDVOJ9u""",,Sports
Wan Kuzain's elder brother Wan Fayhsal is now the Malaysia Deputy Minister of Youth and Sports. https://t.co/C3d69eCUIO,,Sports
"Malaysia's new Youth &amp  Sport Minister @reezalmerican72 is 47 y.o, 7 years older than even the conservative definition of youth"".  In comparison, @SyedSaddiq was then the youngest minister. He just turned 27 last year, making the age gap between him &amp  his successor TWO DECADES.""",,Sports
"袁文俊 Day Yuen,5 times local boxing championships,won a number of international tournaments. In Dec. he won a🥇in Malaysia,where he proudly raised a #5DemandsNot1Less"" protest gesture on stage,attracting media attention beyond the sports pages.  Respect🙇🏻‍♂️  Video : Stand News https://t.co/AvTlimyuMK""",,Sports
"Here’s what I know about the Haka in Malaysia. Zaman dulu, New Zealand school sports teams would tour Malaysia. Before the game, as is customary, they would perform the Haka.",,Sports
It would be great for the sport to see Seb back at his best again next year.  This team radio after his first Ferrari win at Malaysia is 2015 is spine-tingling. A phenomenal talent at his peak. https://t.co/iFKK84hTAI,,Sports
Always an honour to be invited for the @OCM Olympic Council of Malaysia annual dinner &amp  awards night . Will never forget the moment we presented our beloved His Majesty the King the Royal Special Award for his commitment and contribution to the Malaysian Sports. Malaysia Boleh 🇲🇾 https://t.co/aTenkQpk3j,,Sports
"Very true , all the athletes work very hard and put so much heart, passion and dedication into their respective sports. I am proud of all of our accomplishments as team Malaysia. In the end sports is about camaraderie, the fighting spirit &amp  most importantly supporting each other",,Sports
Broadcast | #PAKvSL | Test Series 📺  Asia/MiddleEast/UK – Sony/Ten Australia – Fox Sports Canada – Dazn Caribbean – Ten Malaysia – Astro North America – Willow Pakistan – TenSports/PTV Africa – Super Sports  matches will also be livestreamed on SonyLiv app in Ban/India/Pak/SL,,Sports
"[#2019SEAGames] MALAYSIA SPORTS OFFICIAL SAYS 2019 SEA GAMES FOOD BETTER THAN SOME HOTELS   WORRIES ATHLETES MAY PUT ON EXTRA WEIGHT  In an interview with the Malaysian news outlet NST Online, Malaysia Athletics Federation deputy vice-president Datuk Mum… https://t.co/SD4sU7uEE9 https://t.co/5B0OE26sXD",,Sports
Malaysia fans at their World Cup qualifier against Indonesia https://t.co/eKrFe0O7DC https://t.co/6xqrEI8Xnx,,Sports
What happened last year in Malaysia? 🤔  Take a look at what happened last time at the #MalaysianGP 🇲🇾 with @Michelin_Sport! 🏁 https://t.co/LGrGAE4n0s,,Sports
"Malaysia’s empty malls: I’d go one step further and add in libraries, community theatres, art galleries, swimming pools, workshop and training sites, music venues, etc   This country has a lot of malls but not enough urban places for arts, culture and sports",,Sports
"Commit to be fit: At our #OSRAM sites, like in Kulim, Malaysia, we offer a range of #sports programs for our colleagues. From a discount on memberships in #fitness clubs to employee sports groups and sports courses, there is a variety of options to keep in shape. https://t.co/0zUF5g0ceu",,Sports
"Amira Ayob 🇲🇾, the Fittest Female in Malaysia, says the CrossFit Games are “the least male-dominated sport around.”  “It’s rare to have a sport where male and female athletes are equally celebrated,” she explains. “A female can beat a man in a workout anytime.” https://t.co/neImAss2jd",,Sports
Congrats!!!  Datuk Dr. Nicol David  @NicolDavid  for your Honorary Degree of Doctor of Sport Science Received From Tuanku Syed Sirajuddin The Chancellor Of University Sains Malaysia #TeamMALAYSIA  #TheDreamRemains https://t.co/MEJQaG8NFx,,Sports
"And sports, for your information, i love football, and badminton,  For sure, our kids will join, as one of the gunners,  And, this one is biggie,  I will goddamn teach our kids, about One Piece,  They gonna love it. Because i am,  One Piece’s Number One Fan in Malaysia.",,Sports
"when it comes to sports, food and haze, we unite!!  Selamat Hari Malaysia  🇲🇾 https://t.co/4zpSwvTtdb",,Sports
"Malaysia’s Youth and Sports Minister Syed Saddiq Syed Abdul Rahman was saddened by violence at the Gelora Bung Karno Stadium in Jakarta, where several people were injured.  Read more: https://t.co/KNWwLignF6 https://t.co/8jgm0tGrY3",,Sports
"Malaysia's Youth and Sports Minister to lodge official complaint with Indonesia/ his counterpart over gangsterism"" at Indonesia vs Malaysia World Cup qualifier in Jakarta. He says objects were thrown at Malaysian supporters with the match having to be temporarily stopped  too.""",,Sports
"Terengganu is risking the futures of female athletes who could make Malaysia proud, says the National Sports Council, after the state said it will not participate in rhythmic/ women’s gymnastics events. A rep reportedly said the events expose athletes’ bodies &amp  can arouse men.🤸🏾‍♀️ https://t.co/n2TEIwNXWw",Terengganu,Sports
"Yet another proud moment for India, as 6 time World Champion Mary Kom @MangteC awarded as the 'Best Asian Female Athlete' by the Asian Sports Press Union, in Malaysia.   Heartiest congratulations.   https://t.co/LR9KnfT33T",,Sports
There are nothing that can unite malaysia more than watching sports together,,Sports
"Record-breaking 'Viking Clap' in Malaysia sees 83,520 fans take part https://t.co/GlKmZ3dCsU",,Sports
"11 years ago, #ViratKohli and #KaneWilliamson faced off in the ICC U19 World Cup semi-final in Malaysia.   On Tuesday, they will lead India and New Zealand in the #CWC19 semi-final at Old Trafford!  Follow all the action of #CWC19  via @AkashvaniAIR, DD Sports &amp  @prasarbharati https://t.co/lWyHemOubH",,Sports
Hérold Goulon scores in stoppage time … from the other half of the pitch in Malaysia FA Cup semi-final https://t.co/udqkg80ucT,,Sports
"Top US comedian flays Najib, Jho Low in hit Netflix series | New Straits Times | Malaysia General Business Sports and Lifestyle News 🤣🤣🤣 https://t.co/qv8B9EZpag",,Sports
"Met @minliangtan, CEO of @Razer, accompanied by YB @SyedSaddiq, Minister of Youth and Sports, at my office earlier today. We discussed the economic potential of esports and how best to enhance the industry in Malaysia. #MEA https://t.co/iNOd4bbv7i",,Sports
"Yea... So cute. So, why was your brother one of the VIPs during the launch of Malaysia E-Sports Selection for SEA Games 2019 on 4th May 2019? Care to explain dear YB Minister of Youth &amp  Sports?",,Sports
This is sepak takraw being played in Malaysia. How am I only just discovering this sport? 😳   🎥 IG/sbyrne23 https://t.co/nLBqn3Hnl1,,Sports
"It's too hard for Malaysia to bring BTS in. How other countries did it? The airline CEO and the head of Youth and Sport Ministry are fighting for BTS right now. The minister, Syed Saddiq said he will not lose to Singapore anymore.  #BBMAsTopSocial @BTS_twt",,Sports
I'll repeat -- what an underrated sport #hockey is! Takes courage to visualise &amp  execute this audacious penalty in a final. South Korea captain Lee Nam-yong's match-winning effort vs India in #AzlanShahCup final. The only clip to come out of Malaysia this week. Also the best one https://t.co/B7Yh7TXuHg,,Sports
"what i do is not soccer, it's an urban/extreme sport called 'freestyle football' and i've represented Malaysia many times at international stage. all of these without any financial support or media coverage. would be great if a chairperson like @SyedSaddiq himself notice this. https://t.co/3JqkSkA1rI",,Sports
"Ceo @SMTOWNGLOBAL visited KL Sports City, guyssssss is SMTOWN IS FINALLY COMING TO MALAYSIA???? Omggggg my Malaysian mutuals where you attttt https://t.co/z0bsP0Bh9A",,Sports
“Almost everything I do in my life has been impacted positively due to my debating experience.”  @SyedSaddiq - Minister of Youth and Sports in #Malaysia 🇲🇾  #QatarDebate https://t.co/Vq3OtjAGzz,,Sports
Sending off our Young ones who’ll be representing Malaysia in Melbourne for Taekwando. This is the first time that there’ll be 12 special needs children who will be representing Malaysia in this sports. P/s Tun M showing off his skills to the young ones😆 https://t.co/zyme7gr0Hh,,Sports
"Thank you, Dato', for bringing Malaysia into the global sports arena. https://t.co/cLYXH71FGc",,Sports
Malaysia’s Minister of Sports was born in 1992.  In Zimbabwe you have to die for the country first to be a minister or as long as you have a bullet wound and you are above 50🤦🏿‍♂️,,Sports
Preserving the moral compass of #Malaysia is more important than hosting an international swimming event. Malaysia’s Sports Minister @SyedSaddiq defends his country's ban on #Israel competing in the World Para Swimming Champs https://t.co/XXay6DFuXb,,Sports
A HUGE Mossad thank you to @Paralympics for doing what's right.  Malaysia has been stripped of the swimming championships.   Antisemitism and discrimination has 0 place in sports.  https://t.co/E4LM6a6I0x,,Sports
Malaysia’s Minister of Sports was born in 1992.   The best he could be in Nigeria is to be in his PPA running around to buy booli for his Oga if he eventually graduates from ASUU strikes.   😏😏 https://t.co/azZlCqATqG,,Sports
Rugby is one of the fastest growing sports for girls in Malaysia. The teams loved meeting the trophy this weekend! #RWC2019 https://t.co/KdDK2ocgE4,,Sports
Palestinian sports community at Yarmouk field in Gaza city thanking  Malaysia for our bold stand against Israeli occupation https://t.co/4DnhoPgYY9,,Sports
"Thank you for your time Yb @syedsaddiq, Minister of Youth and Sports of Malaysia for the exclusive engagement sessions at Oxford Centre Islamic Studies. https://t.co/TTCglI0gW4",,Sports
Malaysia’s Youth and Sports Minister @SyedSaddiq: “Israel is indisputably the biggest hypocrite in their condemnation of Malaysia. Their attempt to play the ‘victim card’ is pathetic and despicable”. https://t.co/8mQFK6WiG3,,Sports
"Malaysia’s PM Mahatir’s govt. bans Israelis in all sports including athletes with disabilities in a @Paralympics swimming event in July 19. This is hateful and shameful and totally opposes the Olympic spirit .@iocmedia and @Paralympics - help change the decision , or the venue!",,Sports
"UPDATE: Malaysia has reaffirmed their commitment to racism &amp  discrimination, denying #Israeli athletes visas &amp  politicizing sport.  https://t.co/27jcLJuZcZ",,Sports
