text,location,interest
#LEO in Malaysia release by Malik Streams Corporation 🥁💥  #LeoFlim @actorvijay https://t.co/GQQLjpyBqJ,,entertainment
@malikstreams @VTLTeam @7screenstudio @Jagadishbliss @actorvijay @trishtrashers @anirudhofficial Biggest ever Indian movie release in Malaysia. All records to be broken🔥🚀 #Leo #Thalapathy68 @actorvijay https://t.co/KBOPDrdEEt,,entertainment
#Leo set for the biggest ever Indian movie release in Malaysia. Distribution by Malik Streams. HUMONGOUS 🔥 https://t.co/wO7odQhZNh,,entertainment
"On August 12th Saturday, #Jailer grossed MYR 3 Million+ in Malaysia 🇲🇾   The highest single day gross by a Tamil movie ever.. https://t.co/LbugJBveye",,entertainment
"On August 12th Saturday, #Jailer grossed MYR 3 Million+ in Malaysia 🇲🇾   The highest single day gross by a Tamil movie ever..",,entertainment
#Jailer All-time No.1 Opening weekend for a Tamil movie in Malaysia 🇲🇾,,entertainment
"At the end of the 4-day opening weekend, #Jailer is the highest grossing Tamil movie in Malaysia 🇲🇾 for 2023..",,entertainment
THIS IS A HISTORICAL DREAM RUN FOR ANY INDIAN MOVIE IN MALAYSIA HISTORY 🚨  TGV OFFICIALLY ANNOUNCING MORE SESSIONS ADDED ENTIRE TGV OUTLETS IN MALAYSIA FOR JAILER   RECORD BREAKER 🔥🔥🔥 #Jailer #JailerBlockbuster https://t.co/cCbugAx1td,,entertainment
Highest grossing NON - PAN INDIAN TELUGU movies in OVERSEAS by country   USA #AVPL - US$3.61M / 25.7cr  UAE-GCC #K150 - US$696K / 4.7cr  AUS #AVPL - A$497K / 2.6cr  UK #SVP - £198K / 1.9cr  CANADA #SVP - US$246K / 1.9cr  NZ  #SLNE - NZ$36K / 18L  MALAYSIA #MAHARSHI - MYR90K / 15L,,entertainment
#BEFIRST 1st Movie #BEtheONE opens 8/25 in Japan &amp  Asia cinemas!  #RYUHEI to #BESTY “Let's march with our goal towards the world!”  Excl @GSCinemas #Malaysia 8/25(Fri) 8pm 8/26(Sat)2pm &amp  8pm 8/27(Sun)2pm &amp  8pm 🎟️  https://t.co/4HkvRLx4HO  #SOTA #SHUNTO #MANATO #JUNON #RYOKI #LEO https://t.co/NyRk1XxYbU,,entertainment
We got official info from distributor...  #Jailer opening day is the highest grosser for a Tamil movie in Malaysia!!  @rajinikanth @anirudhofficial @Nelsondilpkumar https://t.co/iaoQD78087,,entertainment
#Jailer at No.1 in Malaysia 🇲🇾   No other Indian movie in Top 10.. https://t.co/J1sYQXZbK0,,entertainment
"#Jailer full purchase, marketing cost has been fully covered. Breakeven happened within 2 days.  The biggest blockbuster in this decade at MALAYSIA for Indian movie   #JailerBlockbuster 🇲🇾  Congratulations LOTUS FIVE STAR @sembian_ @sunpictures https://t.co/pNZ25uMWo1",,entertainment
"If this streak continues, #Jailer has all the potential to break #PS1 collection  To emerge as the most collected Indian movie In Malaysia 🇲🇾  Jailer already created the biggest opening Indian movie of all time in Malaysia  #JailerBlockbuster https://t.co/G5S2zYfrnP",,entertainment
Malaysian distributor has announced that #Jailer had the biggest ever opening for a Tamil movie in Malaysia!  #SuperstarRajinikanth #ThalaivarNirandharam #JailerBlockbuster  @rajinikanth @Nelsondilpkumar @anirudhofficial @sunpictures https://t.co/eqquBqk58f,,entertainment
Top 3 Biggest Overseas market for Tamil Films :  1. UAE-GCC 2. NA 3. Malaysia  A big tamil movie can aim 100cr gross from these 3 markets alone.. #Leo 🥵,,entertainment
#BEFIRST  1st Movie #BEtheONE  opens 8/25 in Japan &amp  Asia cinemas!  #SHUNTO  “What I trust when I go on stage are the BE:FIRST members.”  Exclusive @GSCinemas #Malaysia 8/25(Fri) 8pm 8/26(Sat)2pm &amp  8pm 8/27(Sun)2pm &amp  8pm  🎟️  https://t.co/4HkvRLx4HO  @befirst__official #BESTY https://t.co/W5npm0U3pM,,entertainment
"As we said.. ☺️☺️☺️  It's Rampage.  Biggest Ever Opening Tamil Movie in Malaysia History""  #Jailer @rajinikanth #SuperstarRajinikanth @Nelsondilpkumar @anirudhofficial @Mohanlal @NimmaShivanna https://t.co/qeJaHxXbnw""",,entertainment
Boxoffice mayhem in Malaysia!  #Jailer registers a biggest ever opening for a Tamil movie in Malaysian cinema history!  Unbelievable stuff 💥💥💥  #SuperstarRajnikanth https://t.co/IhKkuNHWVk,,entertainment
The biggest ever opening for a Tamil Movie in Malaysian history! 🇲🇾  #Jailer IN CINEMAS NOW 🔥 https://t.co/h4mWxaHLbN,,entertainment
MILEAPO MANSUANG TREND :)  🗓️13.08.2023 ⌛️8PM 🇲🇾/ 7PM 🇹🇭 #️⃣ ManSuangBoxOfficeHit KW: READY FOR CHATKHEM  Only 12 days to go for the movie! 🎬🎞️ Let's send our love and best wishes for a successful release.  #Nnattawin #MilePhakphum @Nnattawin1 @milephakphum https://t.co/WAIpEmQE3C,,entertainment
Do support our actor Doh Kyungsoo and our boss Lay Zhang since their movies are entering Malaysia cinemas 🫶🏻,,entertainment
#Jailer plot - #Rajinikanth𓃵 Movie attracting lot of Non Indian to theatres as well.  💪🔥👍,,entertainment
Movie lovers and Thalaivar fans... 👇👇👇  #Baasha Election Promo! Do the Baasha trademark gesture with your inked finger and get popcorn for RM5 only!!! Let's be responsible &amp  vote wisely.   *Valid at LFS Cinema locations only!  #Jailer #UndiPerpaduan #PRUnegeri  Pic:… https://t.co/nmsfCGmVUx,,entertainment
Malaysia #Leo pre release event announced soon💥  @actorvijay will he attending🤞 https://t.co/ecbHkapBnn,,entertainment
#BEFIRST  1st Movie #BEtheONE  opens 8/25 in Japan &amp  Asia cinemas!  #SOTA “I like the life that creates emotions through music!”  Exclusive at GSC cinemas #Malaysia 8/25(Fri) 8pm 8/26(Sat)2pm &amp  8pm 8/27(Sun)2pm &amp  8pm 🎟️ https://t.co/cOYZHyAbC8  @BEFIRSTofficial #BESTY https://t.co/j3zJkXH3cX,,entertainment
"#Jailer box office numbers are huge and leading in Karnataka,Andhra,Telangana,Kerala,USA,CANADA,Malaysia and Overseas.  How come Jailer is below Vijay movies only in Tamil Nadu???. It is because all Gold Coins Trackers underplay Rajinikanth BO numbers in Tamil Nadu.  In…",,entertainment
#LEO Pre-Release Event takes place in Malaysia 💯💥  @actorvijay will be Attending the Event 😎🥁  #LeoFilm #ThalapathyVijay𓃵 https://t.co/cawYCtHJYZ,,entertainment
#Leo Produced Spotted in Malaysia. Chances of AL or Event to Happen there. https://t.co/Td7LHZTju9,,entertainment
#Leo movie producer #LalitKumar spotted at Malaysia recently.   @actorvijay @7screenstudio https://t.co/t0GO5SBf2E,,entertainment
"For the first time, 450 shows from 48 loc been allocated for an Indian movie by @GSCinemas (evening show after 5pm)  #Jailer Day 2 getting rampage bookings and showtimes.  Since its Friday, Johor GSC allocate almost 72 shows from their main 4 multiplex  (Johor is just 30min drive… https://t.co/Ar0eF7VjgX",,entertainment
Top 4 Openers For Tamil Movies In Malaysia 2023 🇲🇾  1) #Jailer * 2) #PS2  3) #Thunivu  4) #Varisu   * Still running in cinemas https://t.co/XRHHn6TmTo,,entertainment
#JAILER 🇲🇾 update :  Now @TGVCinemas and @mbocinemas allowing Kids with Parental Guide for #Jailer movie.  Enjoy the holiday.  #Jailer #SuperstarRajinikanth @rajinikanth @Nelsondilpkumar @anirudhofficial @Mohanlal @NimmaShivanna @bindasbhidu https://t.co/mE71M8MYP8,,entertainment
#Jailer debuts No1 in Malaysia and Singapore swiping out all Hollywood movies 💥💥💥  Mammoth boxoffice loading and Malaysia Day 2 has the highest show count for any Indian movie Day 2 - 2555 shows  (151 loc) 💥💥💥🙌    Incredible opening  for any Indian movie💥💥💥… https://t.co/O3Wr7xnbUZ,,entertainment
#Jailer  Day 1 - 1502 shows (144 loc)  Day 2 - 2555 shows  (151 loc)  We can expect similar as Day 1 rampage for #Jailer movie.  Rampage collection loading.  Its highest Day 2 shows have been allocated for any Indian movie in Malaysia cinema.  @rajinikanth @Nelsondilpkumar https://t.co/8KQM6Xe3a4,,entertainment
Fans from Malaysia went to Tamil Nadu for holiday and they extended their holiday just to watch #Jailer movie euphoria for First Day First Show.  #SuperstarRajinikanth is a magic.  #Jailer @rajinikanth #JailerBlockbuster https://t.co/zUWtC5DIGK,,entertainment
#Jailer  Day 1 - 1502 shows (144 loc)  Day 2 - 2555 shows  (151 loc)  We can expect similar as Day 1 rampage for #Jailer movie.  Rampage collection loading.  It's highest Day 2 shows been allocated for any Indian movie in Malaysia cinema.  @rajinikanth @Nelsondilpkumar… https://t.co/2hmui0zx5J,,entertainment
"#Jailer First Day Gross - RM 2,280,445.00 from 135 locations all over Malaysia.  Movie rated 16"" and above.  By end of weekend it will cross 8mil+ Superb word of mouth.   @rajinikanth @Nelsondilpkumar @anirudhofficial @Mohanlal @NimmaShivanna @rameshlaus @FSTofficialmy… https://t.co/AD8XKoUH67""",,entertainment
"Superb occupancy from @GSCinemas for shows after 6pm. (10.8.23)  Its almost 14,322 admits from 438 shows (48 Loc)  Gross close to RM 308,455.20.00  Almost 177 shows Fast Filling and 54 shows allocated after 12.00am (next day)   Movie first day gross will be massive. Eyeing 2.0,… https://t.co/HUsG6GpaDi",,entertainment
As Kamal fan I have to accept that  *It's my own opinion*  #Jailer &gt  #Vikram   Just what a story and movie 💫💫💫,,entertainment
"One of the lifetime settlement for SuperstarRajinikanth, Lalettan Mohanlal and Shivanna fans.  Vinyakam extraordinary performer as super villain.  #SuperstarRajinikanth is the real performer in term of mass and class.  We got nothing to say, it's pure goosebumps movie with Nelson… https://t.co/AS1WKHclAF",,entertainment
"Malaysia 🇲🇾 Advance tickets Sold for Recent Tamil Big Movies for Day1   #PonniyinSelvan1 - 67,500 #Beast - 64,000 #Jailer - 51,200 💥💥 #PonniyinSelvan2 - 44,000 #Vikram - 37,500 #Varisu - 31,000 #Thunivu - 24,000 #KGF2 - 23,600",,entertainment
"Here's final update for the day. (10/8/2023, 6.45am)  #Jailer movie admits 54,614 from 112 locations and 1224 shows.  Gross collection - RM 1,213,701.01 Or  MYR RM 1.21 million.  Malaysia largest Theatre Group opened their bookings on last minute (48 locations - 418 shows).… https://t.co/BijOYhivhN",,entertainment
"Best Wishes To One &amp  Only Superstar @rajinikanth Sir &amp  Entire #Jailer Crew For Movie Success &amp  Also Congratulations @FSTofficialmy @LotusFivestarAV For Your Big Release In Malaysia, Behalf Ajithkumar Sir Fans 😇🔥  #JailerFromAug10 #JailerFromToday #JailerBookings #JailerFDFS… https://t.co/kbpux3WBoy",,entertainment
"Squishy's The Moon Movie Small G.A  🎬 : Only for Malaysian EXOL  🎬 : Take a proof picture of you went to watch The Moon"" in any cinema in Malaysia  🎬 : Like, RT and  Reply down the picture with your watermark  🎬 : Printed Photo ticket ❤️ 🎬 : 2 Winners (one each)   Please… https://t.co/bJtASpkJXg""",,entertainment
#Jailer bookings opened at GSC and MBO cinemas.  #SuperstarRajinikanth setting Box Office on fire.  #Jailer movie recorded highest pre sale ticket admits for this year.  Wait for the stats.  Release by @LotusFivestarAV and @fstofficialmy  @rajinikanth @Nelsondilpkumar… https://t.co/EpXuKZ0Myh,,entertainment
Finally A Movie Has The Similar Level Of Hype And Pressure Like Kabali In MALAYSIA 💯  #Jailer All set for MYR 1M+ premieres in MALAYSIA,,entertainment
"#JailerStats #Jailer movie admits - 2,884 from 37 shows (Day 1) Independent Cinema - TSR Cineplex  Gross - RM 63,214.55  Fast Filling Show - 18/37 (Including occupancy above 50%)  On Par with #Beast movie at this cineplex   #SuperstarRajinikanth https://t.co/W6CKekqvAB",,entertainment
🌕 &lt  THE MOON &gt  is finally landing in S.E.A. 👨🏻‍🚀   🇮🇩 Indonesia 9 Aug 🇸🇬 Singapore 9 Aug 🇲🇾 Malaysia 10 Aug 🇧🇳 Brunei 10 Aug 🇵🇭 Philippines 16 Aug  #TheMoon #TheMoonMoviePH #SulKyungGu #DohKyungSoo #DO #EXO #KimHeeAe #KimYongHwa #더문 #설경구 #디오 #김희애 #김용화 https://t.co/oKBfG2SXYw,,entertainment
All eyes on @GSCinemas for #Jailer movie bookings.  GSC Cinemas owns 57 multiplex all over Malaysia and one of the largest cinema chain group in Malaysia here.  Most probably bookings will be opened by tonight or tomorrow.  #Jailer Malaysia release by @FSTofficialmy and… https://t.co/RqmXxzDU5Q,,entertainment
"@TGVCinemas recorded massive bookings for #Jailer movie.  Day 1 recorded: 10,086 admits from 27 locations / 120 shows.  Gross nearing 180k from just TGV cinemas  Rampage Start.  @rajinikanth @Nelsondilpkumar @anirudhofficial @FSTofficialmy https://t.co/6v0lXi6PTU",,entertainment
"Due to huge bookings @TGVCinemas opened additional shows at Toppen, Bukit Raja, Jaya, Sunway, Seremban 2, BM...  Grab your ticket guys for #Jailer movie.  @rajinikanth Mania. 🫡 https://t.co/OgQNsrMvta",,entertainment
"Malaysia 🇲🇾 Advance tickets Sold for Recent Tamil Big Movies for Day 1 (4 Major chains)  1. #PonniyinSelvan1 - 67,500 2. #Beast - 64,000 3. #PonniyinSelvan2 - 44,000 4. #Vikram - 37,500 5. #Varisu - 31,000 6. #Thunivu - 24,000  #Leo - One Lakh tickets 🤗💥 https://t.co/5bWpDQVOnV",,entertainment
"When @dhanushkraja can't control his excitement for #Jailer movie.  It's like Alaparai Kelapurom"" 😅😁  #SuperstarRajinikanth #Jailer movie worldwide release from Aug 10 2023.  Wide release by @FSTofficialmy and @LotusFivestarAV  Grab your ticket now guys.  @rajinikanth… https://t.co/hlgqLpVh1T""",,entertainment
"Hi moomoos, MAMAMOO MY CON THE MOVIE is just around the corner. If you wish to resell or giveaway your ticket, you may reply to this post.   Please delete your tweet once you've found a buyer.  Lets have fun this week moomoos!  #MamamooMovie https://t.co/rJ0iNZrnH6",,entertainment
Malaysia's movie &amp  TV industry would greatly benefit from having actor and writer unions.  Because it would allow normal people who love art to be involved in the filmmaking instead of another Bangsar nepobaby who doesn't even know how the average Malaysian talks.,,entertainment
"More official international airing dates added for Wang Yibo’s movie One and Only! 🥳 Check and see if you can watch Chen Shuo in your country~   08.23 Philippines   08.24 Singapore Malaysia  09.06 Cambodia  Hong Kong, Macau, Myanmar, Indonesia, and more countries to be announced… https://t.co/wKuh9NAeOe",,entertainment
#Jailer Malaysia Release by FST (Five Star Trading)  Movie Releasing on 10th August 2023 Across Malaysia in Record Number of Locations  @LotusFivestarAV https://t.co/AQkB7bmHTS,,entertainment
Japan’s popular boy group  BE:FIRST  1st Movie『BE:the ONE』opens Aug 25th in Japan and Asia Cinemas!    #HK #Macau #Malaysia #Singapore #Taiwan &amp  #Thailand!  #BESTY 🎟️Stay tuned! #BEFIRST @BEFIRSTofficial #BEtheONE @BEFIRSTthemovie   https://t.co/voejjCtkOj,,entertainment
BE:FIRST THE MOVIE - BE:the ONE will be screened in Thailand too!!! How about Malaysia?? @GSCinemas  #BEFIRSTTHEMOVIE,,entertainment
Concluding ᐯIᗪᗩᗩᗰᑌYᗩᖇᑕᕼI' Go-Kart racing Charity Event isn't a End point to our AjithFanClub yet just stating the base of 'ᐯIᗪᗩᗩᗰᑌYᗩᖇᑕᕼI promo in Malaysia.  Proud to mentioned here that we aren't only Celebrathe 'ᐯIᗪᗩᗩᗰᑌYᗩᖇᑕᕼI' movie start up but… https://t.co/0GZPMjS9SQ,,entertainment
📈#IU's #Dream on (Top 10 trending movies) on Netflix all countries so far:  #1. South Korea #1. Japan #1. Thailand #1. Indonesia #1. Malaysia #1. Vietnam #1. United Arab Emirates #1. Qatar #1. Bangladesh  #2. HongKong #2. Philippines #2. Singapore #2. Taiwan #2. Bahrain (+) https://t.co/SfZ5MsTQR4,,entertainment
“Dream” enters the Top 10 trending movies worldwide on Netflix at #9. It was also the top movie in the following countries:  #1. Bangladesh #1. Indonesia #1. Japan #1. Malaysia #1. Qatar #1. South Korea #1. Thailand #1. United Arab Emirates #1. Vietnam https://t.co/gT0FQeDz7C,,entertainment
Dream (IU) movie on netflix in all countries so far:  Number 1: (New) Qatar (New) Bangladesh South Korea United Arab Emirates Indonesia Malaysia Thailand Vietnam  Japan  Number 2: Singapore Taiwan Bahrain Hong Kong  Philippines  (+) https://t.co/Mk2AoYOR1K,,entertainment
"#DREAM on Netflix Top 10 Movies so far  #1 South Korea Japan Thailand Vietnam Indonesia Malaysia  #2 Philippines Hong Kong  I heard it is also #2 in Singapore but I cannot find a screenshot, let me know if others have more info! https://t.co/b3cm9OCxzN",,entertainment
.@_IUofficial’s film #Dream is the No.1 movie on Netflix Malaysia today!  ⚽️ https://t.co/bVh2fxNDwD  @Netflix @NetflixMY #IU | 230727 https://t.co/P11Iys7VD4,,entertainment
"@kpophappenings_ the said kpop boy will now star in the first dance movie genre in chinese cinema 🥳  intl screenings: Aug 10 - Thailand Aug 11 - USA, Canada, Australia, New Zealand, UK, Ireland 🔜 Singapore, Malaysia, etc  #WangYibo #WangYibo_OneAndOnly #OneAndOnly   https://t.co/d9ZEh0pFL5",,entertainment
Upcoming Big Movie #Jailer Advance Ticket sales 600+ from reported locations in Malaysia. (Fan shows)   Ticket sales count will increase once official distributor announced in Malaysia.  #SuperstarRajinikanth @rajinikanth @sunpictures @Nelsondilpkumar @anirudhofficial https://t.co/zm3JZ5rh09,,entertainment
#BroTheAvatar Movie Releasing In Malaysia 🇲🇾  Our Hearty Wishes To @PawanKalyan Garu &amp  @thondankani Sir For The Grand Success Ahead❤️  Wishes From Malaysia Ajith Fan Club  July 28 Get Ready💥  @IamSaiDharamTej  @MusicThaman  @TrendPSPK @PK_Addicts #BRO #AjithKumar #VidaaMuyarchi https://t.co/SxTvMjUtSV,,entertainment
Coming Sunday We Will Be Celebrating The Success Of #VidaaMuyarchi Go-Kart Racing With Special Tag 💥  India Time : 6.00 PM Malaysia Time: 8.30 PM   First Ever Promotion Event For VidaaMuyarchi Movie Begins At Malaysia 🇲🇾  #AjithKumar @LycaProductions  @ThalaAjith_FC @TrendsAjith… https://t.co/kIvxsYjArk,,entertainment
"#Leo - Business estimate 330-350Cr  Digital: Netflix, Sony Music, Sun Tv  India: TN - Own release/RG or AGS 👀 Kerala - Sree Gokulam Movies Telugu - @SitharaEnts   Overseas:  Overall - @PharsFilm USA - #PrathyangiraUS UK &amp  Europe - #Ahimsa  UAE - #Phars Malaysia - Malik Streams… https://t.co/BwuP1DvZJc",,entertainment
"Introducing the cast of &lt  The Moon &gt  🌕  👩🏻‍🔬Kim Hee-Ae as NASA director of Lunar Gateway program, Moon-Young  💥Join Moon-Young to rescue Sun-Woo from the moon!  Philippines 16 August Indonesia 9 August Singapore 9 August Malaysia 10 August Brunei 10 August  #TheMoon #KimHeeAe https://t.co/TxCw3x27Vk",,entertainment
"#Leo - Malaysia  The movie is said to have sold for record price to Malik Streams Corporation. A grand event is also being planned. Is #Vijay participating in the event is the biggest question? Awaiting official confirmation.  Malaysia fans, how excited are you to meet #Vijay ?",,entertainment
#Leo Confirmed Distributors   Kerala - Gokulam Movies  North America - Prathyangira Cinemas  Europe - Ahimsa Entertainment &amp  4Seasons Creations  Gulf - Phars Film  Singapore - Home screen Entertainment Malaysia - Malik Streams Corporation  Premium Distributors 💥💥👌👌 https://t.co/s8FWiXQhS4,,entertainment
"Introducing the cast of &lt  The Moon &gt    👨🏻‍🚀 Doh Kyung-Soo (D.O.) as the lone Korean astronaut stranded on the Moon, Sun-Woo   Philippines 16 August  Indonesia 9 August  Singapore 9 August  Malaysia 10 August Brunei 10 August  #TheMoon #TheMoonMoviePH #DohKyungSoo #DO #EXO https://t.co/JaR5xTUMEi",,entertainment
"Wang Yibo’s movie 《热烈》One and Only official airing dates in overseas countries 🥳 will it be airing in your country?  2023.08.10 Thailand  2023.08.11 America/US Canada Australia New Zealand England/UK Ireland  Singapore, Malaysia, and other countries to be announced soon! https://t.co/aDwC8kgq3n",,entertainment
"From #BarbieMovie, win Malaysia’s only pair of Impala Roller Skate with every purchase of 2 Barbie Movie tickets in a single transaction in GSC! 🎀💖   Exclusive for #GSCRewards and online purchase only. Contest ends 18 August 2023. Shoe US7 women size. 🛼  Advance tickets on… https://t.co/toA8YuFvio",,entertainment
"Ajith Sir #Viswasam Movie BGM Played During @immancomposer Sir Concert In Malaysia, THALA Mass Always 🔥🔥🔥  #VidaaMuyarchi #AjithKumar #EffortsNeverFail #AK63 https://t.co/SHQKyQkG5k",,entertainment
"😎🔥His Offline Entry Video Quality&gt &gt &gt &gt Some Movies Teasers and Trailers    Malaysia Welcomes YASHBOSS "" #YashBOSS #Yash19 @TheNameIsYash https://t.co/8al8Fcw8L2""",,entertainment
"Arrival Of #Monster 🔥🤩  This Video Not less than Any Movie Introduction Scene 🔥   Malaysia Welcomes YASHBOSS "" #YashBOSS #Yash19 @TheNameIsYash https://t.co/UDadvTFlLj""",,entertainment
Found these gems in the list of movies banned by in Malaysia 😭😭 imagine banning Barney https://t.co/2XVfwoJJPV,,entertainment
-Anything for money  -Warner Brosʼ movie ‘Barbie’ has a map which shows South China Sea territory of #Vietnam #Philippines #Indonesia #Malaysia #Taiwan &amp  many others as #China territory  -Vietnam has banned the movie  -Other countries to follow suit   #Hollywood https://t.co/XCs7JJvfHp,,entertainment
"🌕👨🏻‍🚀 A mission gone wrong. Starring #SulKyungGu and #DohKyungSoo (EXO), &lt  THE MOON &gt  is coming to Philippines cinemas AUG 16.  🇵🇭 Philippines 16 August 🇮🇩 Indonesia 9 August   🇸🇬 Singapore 9 August 🇲🇾 Malaysia 10 August  🇧🇳 Brunei 10 August   #TheMoon #TheMoonMoviePH https://t.co/lw0v0xJqgW",,entertainment
Headline: Maiden Action Of Appreciation From One Of The pioneer Cinema Chain In Malaysia To Our Malaysia Ajith Fan Club 🔥🤩  Excited To Know More ? 😇 Yes What You Heard Is Exactly What It Is One of the Malaysia's largest Cinema @LotusFivestarAV has declare that '#Thunivu' Movie… https://t.co/GWByd78haq,,entertainment
"Petition for @GSCinemas to bring MAMAMOO : MY CON THE MOVIE to Malaysia! Please GSC, being the largest cinema chain in Malaysia, we know we could count on you for this! Malaysian moomoos, please show that we have high demand here in Malaysia!",,entertainment
@FilmUpdates Well this means MALAYSIA and PHILIPPINES will follow because of the Nide Dash Line. 😔😔 Sad coz Im excited for this movie,,entertainment
"Finally done watching LLL My rating for this movie 10/10 star Thumbs up for the entire team. LLL is a nice movie. A lot of comedy, love, and sad scenes I fly from Malaysia to BKK. It's worth it to watch this movie. Becbec, I'm so proud of you. #LongLiveLove  #Beckysangels https://t.co/NPi744oIdw",,entertainment
"Some of our admins had the chance to watch an early screening of The Childe ! All we can say is you absolutely have to go and watch this movie ! 😎😎 Malaysia, let’s support The Childe as best as we can ? https://t.co/rKA7JP1UJe",,entertainment
what do u mean barbie was not big here in malaysia 😭😭😭 tv3 was playing barbie movies during every school break n every little girl i know dulu ada these knock offs barbie bag packs macam ni including ME https://t.co/ih22c0Dw4H,,entertainment
Ben Stiller really wrote a movie and was like “the best supermodel of all time is gonna kill the prime minister of Malaysia” and everybody was “love it” LLOLOLKLKL,,entertainment
"the childe preview screening in malaysia there were not only us, fans but other people that got invited as well. i saw some people who brought their parents and family and yes everyone clapped after the movie ends SUPER PROUD 😭😭❤️‍🔥❤️‍🔥",,entertainment
To my moots in Singapore &amp  Malaysia!! #KimSeonHo’s movie #TheChilde will premiere in Singapore (Wednesday) &amp  Malaysia (Thursday). The movie is so entertaining wt great action &amp  plot twist. You will see Seonho great acting as psycho wt his annoying sweet smile. https://t.co/t1BJBhPsXz,,entertainment
Check out the #GHOST movie poster and billboard displayed in Malaysia!  @NimmaShivanna  @SandeshPro  @ArjunJanyaMusic @TSeries https://t.co/Yshaqk2vUk,,entertainment
#Vidaamuyarchi Movie Promotions Begins In Malaysia Despite The Shooting Yet To Commence🙌🏼   Registration Ends 10 July - Share max!  @LycaProductions @SureshChandraa @DoneChannel1 @anirudhofficial @ProRekha   #MyDearAJITHKUMAR #VidaaMuyarchi #AjithKumar  https://t.co/laPVQra7P0,,entertainment
